address,phone,alert,closed,pharmacyOnly
"375 E DUNDEE RD
PALATINE, IL 60074
",847-934-5741,,FALSE,FALSE
"805 W EUCLID AVE
PALATINE, IL 60067
",847-303-5642,,FALSE,FALSE
"1285 S RAND RD
LAKE ZURICH, IL 60047
",847-438-8565,,FALSE,FALSE
"1000 N ROSELLE RD
HOFFMAN ESTATES, IL 60169
",847-882-7240,,FALSE,FALSE
"770 E SCHAUMBURG RD
SCHAUMBURG, IL 60194
",847-884-0752,,FALSE,FALSE
"1550 W ALGONQUIN RD
HOFFMAN ESTATES, IL 60192
",847-705-7940,,FALSE,FALSE
"930 ELK GROVE TOWN CTR
ELK GROVE VILLAGE, IL 60007
",847-439-4710,,FALSE,FALSE
"641 MEACHAM RD
ELK GROVE VILLAGE, IL 60007
",847-352-4061,,FALSE,FALSE
"189 W NORTHWEST HWY
BARRINGTON, IL 60010
",847-381-0689,,FALSE,FALSE
"1180 S ROSELLE RD
SCHAUMBURG, IL 60193
",847-895-8646,,FALSE,FALSE
"261 W TOWNLINE RD
VERNON HILLS, IL 60061
",847-367-4652,,FALSE,FALSE
"1461 W SCHAUMBURG RD
SCHAUMBURG, IL 60194
",847-923-9183,,FALSE,FALSE
"2560 W GOLF RD
HOFFMAN ESTATES, IL 60169
",847-843-0440,,FALSE,FALSE
"910 N RAND RD
LAKE ZURICH, IL 60047
",847-550-9475,,FALSE,FALSE
"1325 E IRVING PARK RD
ITASCA, IL 60143
",630-875-0244,,FALSE,FALSE
"445 E MAPLE AVE
ROSELLE, IL 60172
",630-893-5171,,FALSE,FALSE
"701 S MIDLOTHIAN RD
MUNDELEIN, IL 60060
1",847-949-7198,,FALSE,FALSE
"901 W TOUHY AVE
PARK RIDGE, IL 60068
1",847-384-0125,,FALSE,FALSE
"9301 WAUKEGAN RD
MORTON GROVE, IL 60053
1",847-965-2444,,FALSE,FALSE
"8001 N MILWAUKEE AVE
NILES, IL 60714
1",847-583-0409,,FALSE,FALSE
"1470 S MILWAUKEE AVE
LIBERTYVILLE, IL 60048
1",847-247-0682,,FALSE,FALSE
"655 ELM PL
HIGHLAND PARK, IL 60035
1",847-266-8520,,FALSE,FALSE
"632 ROGER WILLIAMS AVE
HIGHLAND PARK, IL 60035
1",847-432-8170,,FALSE,FALSE
"1825 WILLOW RD
NORTHFIELD, IL 60093
1",847-784-8032,,FALSE,FALSE
"800 DEVON AVE
PARK RIDGE, IL 60068
1",847-825-7194,,FALSE,FALSE
"320 WAUKEGAN AVE
HIGHWOOD, IL 60040
1",847-433-5138,,FALSE,FALSE
"345 N LAKE ST
MUNDELEIN, IL 60060
",847-566-6001,,FALSE,FALSE
"7350 BARRINGTON RD
HANOVER PARK, IL 60133
1",630-289-4143,,FALSE,FALSE
"180 E LAKE ST
BLOOMINGDALE, IL 60108
1",630-894-3276,,FALSE,FALSE
"353 PARK AVE
GLENCOE, IL 60022
1",847-835-0387,,FALSE,FALSE
"270 W LAKE ST
BLOOMINGDALE, IL 60108
1",630-295-8876,,FALSE,FALSE
"3232 LAKE AVE
WILMETTE, IL 60091
1",847-251-1413,,FALSE,FALSE
"5730 DEMPSTER ST
MORTON GROVE, IL 60053
1",847-583-9309,,FALSE,FALSE
"5753 N CANFIELD AVE
CHICAGO, IL 60631
1",773-631-2851,,FALSE,FALSE
"951 N IL ROUTE 83
MUNDELEIN, IL 60060
",847-566-7208,,FALSE,FALSE
"9800 IRVING PARK RD
SCHILLER PARK, IL 60176
1",847-233-0576,,FALSE,FALSE
"13 E IRVING PARK RD
STREAMWOOD, IL 60107
1",630-540-5213,,FALSE,FALSE
"925 GREEN BAY RD
WINNETKA, IL 60093
1",847-835-8417,,FALSE,FALSE
"16 E LAKE ST
ADDISON, IL 60101
1",630-832-7821,,FALSE,FALSE
"4820 N CUMBERLAND AVE
NORRIDGE, IL 60706
1",708-583-2133,,FALSE,FALSE
"6310 N NAGLE AVE
CHICAGO, IL 60646
1",773-774-2225,,FALSE,FALSE
"9150 SKOKIE BLVD
SKOKIE, IL 60077
1",847-673-8063,,FALSE,FALSE
"5500 COUNTY FARM RD
HANOVER PARK, IL 60133
1",630-213-1809,,FALSE,FALSE
"2040 GLEN ELLYN RD
GLENDALE HTS, IL 60139
1",630-539-6597,,FALSE,FALSE
"12700 ROCKLAND RD
LAKE BLUFF, IL 60044
1",847-615-2088,,FALSE,FALSE
"5600 W TOUHY AVE
NILES, IL 60714
1",847-588-1704,,FALSE,FALSE
"900 NORTHWEST HWY
FOX RIVER GROVE, IL 60021
1",847-639-0376,,FALSE,FALSE
"4850 OAKTON ST
SKOKIE, IL 60077
1",847-933-0418,,FALSE,FALSE
"4009 OLD ORCHARD RD
SKOKIE, IL 60076
1",847-256-1000,,FALSE,FALSE
"602 W LIBERTY ST
WAUCONDA, IL 60084
1",847-487-9383,,FALSE,FALSE
"1770 N MILWAUKEE AVE
LIBERTYVILLE, IL 60048
1",847-327-9706,,FALSE,FALSE
"811 GREEN BAY RD
WILMETTE, IL 60091
1",847-256-0881,,FALSE,FALSE
"399 LAKE MARIAN RD
CARPENTERSVILLE, IL 60110
1",847-428-7704,,FALSE,FALSE
"5230 N MILWAUKEE AVE
CHICAGO, IL 60630
1",773-736-8920,,FALSE,FALSE
"160 N ROBERT T PALMER DR
ELMHURST, IL 60126
1",630-782-1703,,FALSE,FALSE
"6 E NORTH AVE
NORTHLAKE, IL 60164
1",708-836-0348,,FALSE,FALSE
"2040 ARMY TRAIL RD
HANOVER PARK, IL 60133
1",630-830-6558,,FALSE,FALSE
"540 N SCHMALE RD
CAROL STREAM, IL 60188
1",630-933-9558,,FALSE,FALSE
"899 S IL ROUTE 59
BARTLETT, IL 60103
1",630-213-5995,,FALSE,FALSE
"6798 N LINCOLN AVE
LINCOLNWOOD, IL 60712
1",847-674-6350,,FALSE,FALSE
"815 SUMMIT ST
ELGIN, IL 60120
1",847-695-5847,,FALSE,FALSE
"4343 N CENTRAL AVE
CHICAGO, IL 60634
1",773-427-9456,,FALSE,FALSE
"6600 WILLOW SPRINGS RD
LA GRANGE HIGHLANDS, IL 60525
",708-588-1253,,FALSE,FALSE
"15 GRANT SQ
HINSDALE, IL 60521
",630-323-7059,,FALSE,FALSE
"Walgreens Pharmacy at Elmhurst Memorial Hospital
155 E BRUSH HILL RD
ELMHURST, IL 60126
",630-833-3724,Pharmacy only,FALSE,TRUE
"6 E NORTH AVE
NORTHLAKE, IL 60164
",708-836-0348,,FALSE,FALSE
"160 N ROBERT T PALMER DR
ELMHURST, IL 60126
",630-782-1703,,FALSE,FALSE
"501 PLAINFIELD RD
WILLOWBROOK, IL 60527
",630-789-1797,,FALSE,FALSE
"2205 W 22ND ST
OAK BROOK, IL 60523
",630-928-0386,,FALSE,FALSE
"200 E ROOSEVELT RD
VILLA PARK, IL 60181
",630-993-0869,,FALSE,FALSE
"1 E OGDEN AVE
WESTMONT, IL 60559
",630-437-5137,,FALSE,FALSE
"10 E SAINT CHARLES RD
VILLA PARK, IL 60181
",630-832-6030,,FALSE,FALSE
"8 W 63RD ST
WESTMONT, IL 60559
",630-852-9390,,FALSE,FALSE
"15940 KEDZIE AVE
MARKHAM, IL 60428
",708-339-1184,,FALSE,FALSE
"390 E 162ND ST
SOUTH HOLLAND, IL 60473
",708-339-7799,,FALSE,FALSE
"820 183RD ST
HOMEWOOD, IL 60430
",708-957-9402,,FALSE,FALSE
"18300 GOVERNORS HWY
HOMEWOOD, IL 60430
",708-799-8301,,FALSE,FALSE
"522 TORRENCE AVE
CALUMET CITY, IL 60409
",708-868-5669,This store is closed temporarily,TRUE,FALSE
"18301 PULASKI AVE
HAZEL CREST, IL 60429
",708-335-4180,,FALSE,FALSE
"5525 159TH ST
OAK FOREST, IL 60452
",708-535-6018,,FALSE,FALSE
"18133 TORRENCE AVE
LANSING, IL 60438
",708-889-0130,This store is closed temporarily,TRUE,FALSE
"3200 VOLLMER RD
OLYMPIA FIELDS, IL 60461
",708-503-3617,,FALSE,FALSE
"650 DIXIE HWY
CHICAGO HEIGHTS, IL 60411
",708-755-0058,,FALSE,FALSE
"16675 OAK PARK AVE
TINLEY PARK, IL 60477
",708-429-0880,,FALSE,FALSE
"3564 RIDGE RD
LANSING, IL 60438
",708-895-7937,,FALSE,FALSE
"4445 CALUMET AVE
HAMMOND, IN 46327
",219-932-2007,,FALSE,FALSE
"7236 CALUMET AVE
HAMMOND, IN 46324
",219-937-0337,,FALSE,FALSE
"20950 GOVERNORS HWY
OLYMPIA FIELDS, IL 60461
",708-747-0121,This store is closed temporarily,TRUE,FALSE
"6510 COLUMBIA AVE
HAMMOND, IN 46320
",219-931-3332,,FALSE,FALSE
"7960 W 159TH ST
ORLAND PARK, IL 60462
",708-532-7781,,FALSE,FALSE
"8930 CALUMET AVE
MUNSTER, IN 46321
",219-513-0894,,FALSE,FALSE
"15 S ORCHARD DR
PARK FOREST, IL 60466
",708-481-7878,,FALSE,FALSE
"8400 171ST ST
TINLEY PARK, IL 60487
",708-429-3324,,FALSE,FALSE
"3120 CHICAGO RD
SOUTH CHICAGO HEIGHTS, IL 60411
",708-755-7972,,FALSE,FALSE
"2601 E SAUK TRL
SAUK VILLAGE, IL 60411
",708-757-6906,,FALSE,FALSE
"6905 KENNEDY AVE
HAMMOND, IN 46323
1",219-844-5034,,FALSE,FALSE
"Walgreens Pharmacy at
1001 CALUMET AVE
DYER, IN 46311
1",219-227-3557,Pharmacy only,FALSE,TRUE
"11 E 75TH ST
CHICAGO, IL 60619
1",773-224-1211,This store is closed temporarily,TRUE,FALSE
"2401 RIDGE RD
HIGHLAND, IN 46322
1",219-838-1412,,FALSE,FALSE
"7209 W LINCOLN HWY
FRANKFORT, IL 60423
1",815-464-8374,,FALSE,FALSE
"14680 S LA GRANGE RD
ORLAND PARK, IL 60462
1",708-460-2021,,FALSE,FALSE
"2015 E 79TH ST
CHICAGO, IL 60649
1",773-734-2492,This store is closed temporarily,TRUE,FALSE
"7111 S WESTERN AVE
CHICAGO, IL 60636
1",773-863-8009,This store is closed temporarily,TRUE,FALSE
"13023 S LA GRANGE RD
PALOS PARK, IL 60464
1",708-361-2291,This store is closed temporarily,TRUE,FALSE
"2123 E COLUMBUS DR
EAST CHICAGO, IN 46312
1",219-397-6911,,FALSE,FALSE
"5555 W 79TH ST
BURBANK, IL 60459
1",708-499-3755,,FALSE,FALSE
"7045 S PULASKI RD
CHICAGO, IL 60629
1",773-735-0337,,FALSE,FALSE
"8715 S HARLEM AVE
BRIDGEVIEW, IL 60455
1",708-598-2511,,FALSE,FALSE
"770 JOLIET ST
DYER, IN 46311
1",219-322-5305,,FALSE,FALSE
"7945 W 95TH ST
HICKORY HILLS, IL 60457
1",708-599-5603,,FALSE,FALSE
"22 US HIGHWAY 41
SCHERERVILLE, IN 46375
1",219-865-6472,,FALSE,FALSE
"7109 S JEFFERY BLVD
CHICAGO, IL 60649
1",773-324-1880,,FALSE,FALSE
"Community Pharmacy
2351 E 71ST ST
CHICAGO, IL 60649
1",773-358-4135,Pharmacy only,FALSE,TRUE
"650 W 63RD ST
CHICAGO, IL 60621
1",773-994-4467,This store is closed temporarily,TRUE,FALSE
"1533 E 67TH ST
CHICAGO, IL 60637
1",773-493-0733,This store is closed temporarily,TRUE,FALSE
"6315 S KEDZIE AVE
CHICAGO, IL 60629
1",773-776-4040,This store is closed temporarily,TRUE,FALSE
"7878 S HARLEM AVE
BRIDGEVIEW, IL 60455
1",708-496-7806,,FALSE,FALSE
"9554 E LINCOLN HWY
FRANKFORT, IL 60423
1",815-806-0438,,FALSE,FALSE
"4000 W 59TH ST
CHICAGO, IL 60629
1",773-581-2345,This store is closed temporarily,TRUE,FALSE
"407 W GLEN PARK AVE
GRIFFITH, IN 46319
1",219-924-2701,,FALSE,FALSE
"17955 WOLF RD
ORLAND PARK, IL 60467
1",708-478-3758,This store is closed temporarily,TRUE,FALSE
"Access Community Health
5401 S WENTWORTH
CHICAGO, IL 60609
1",773-268-5664,Pharmacy only,FALSE,TRUE
"651 W US HIGHWAY 30
SCHERERVILLE, IN 46375
1",219-865-2245,,FALSE,FALSE
"5435 S KEDZIE AVE
CHICAGO, IL 60632
1",773-436-7396,This store is closed temporarily,TRUE,FALSE
"1554 E 55TH ST
CHICAGO, IL 60615
1",773-667-1177,This store is closed temporarily,TRUE,FALSE
"1225 E RIDGE RD
GRIFFITH, IN 46319
1",219-838-4280,,FALSE,FALSE
"11981 W 143RD ST
ORLAND PARK, IL 60467
1",708-403-9221,,FALSE,FALSE
"5036 S COTTAGE GROVE AVE
CHICAGO, IL 60615
1",773-373-6266,This store is closed temporarily,TRUE,FALSE
"4700 S HALSTED ST
CHICAGO, IL 60609
1",773-927-8777,Store & photo only,FALSE,FALSE
"1614 W 47TH ST
CHICAGO, IL 60609
1",773-247-3051,Store & photo only,FALSE,FALSE
"20002 WOLF RD
MOKENA, IL 60448
1",708-478-3244,,FALSE,FALSE
"4710 S WESTERN AVE
CHICAGO, IL 60609
1",773-579-0366,,FALSE,FALSE
"5414 S ARCHER AVE
CHICAGO, IL 60638
1",773-581-1664,,FALSE,FALSE
"5874 S ARCHER AVE
CHICAGO, IL 60638
1",773-284-7419,,FALSE,FALSE
"4385 S ARCHER AVE
CHICAGO, IL 60632
1",773-247-6804,This store is closed temporarily,TRUE,FALSE
"7150 W ARCHER AVE
CHICAGO, IL 60638
1",773-229-1447,,FALSE,FALSE
"9280 WICKER AVE
SAINT JOHN, IN 46373
1",219-365-9847,This store is closed temporarily,TRUE,FALSE
"11200 W LARAWAY RD
FRANKFORT, IL 60423
1",815-806-8195,,FALSE,FALSE
"3405 S KING DR
CHICAGO, IL 60616
1",312-326-4058,This store is closed temporarily,TRUE,FALSE
"13023 S LA GRANGE RD
PALOS PARK, IL 60464
",708-361-2291,This store is closed temporarily,TRUE,FALSE
"14680 S LA GRANGE RD
ORLAND PARK, IL 60462
",708-460-2021,,FALSE,FALSE
"10S370 KINGERY HWY
WILLOWBROOK, IL 60527
",630-655-2733,,FALSE,FALSE
"11981 W 143RD ST
ORLAND PARK, IL 60467
",708-403-9221,,FALSE,FALSE
"7516 S CASS AVE
DARIEN, IL 60561
",630-964-4242,,FALSE,FALSE
"15575 E 127TH ST
LEMONT, IL 60439
",630-257-9250,This store is closed temporarily,TRUE,FALSE
"8300 LEMONT RD
DARIEN, IL 60561
",630-985-6419,,FALSE,FALSE
"17955 WOLF RD
ORLAND PARK, IL 60467
",708-478-3758,This store is closed temporarily,TRUE,FALSE
"833 W 115TH ST
CHICAGO, IL 60643
1",773-568-4034,This store is closed temporarily,TRUE,FALSE
"1213 W 79TH ST
CHICAGO, IL 60620
1",773-651-2118,This store is closed temporarily,TRUE,FALSE
"1 E OGDEN AVE
WESTMONT, IL 60559
1",630-437-5137,,FALSE,FALSE
"680 E BOUGHTON RD
BOLINGBROOK, IL 60440
1",630-783-3916,,FALSE,FALSE
"8000 BROADVIEW VILLAGE SQ
BROADVIEW, IL 60155
1",708-410-2957,,FALSE,FALSE
"7113 CERMAK RD
BERWYN, IL 60402
1",708-795-9030,,FALSE,FALSE
"2501 75TH ST
WOODRIDGE, IL 60517
1",630-910-6142,,FALSE,FALSE
"5932 W CERMAK RD
CICERO, IL 60804
1",708-652-4856,,FALSE,FALSE
"10300 S MICHIGAN AVE
CHICAGO, IL 60628
1",773-468-0602,This store is closed temporarily,TRUE,FALSE
"14700 HALSTED ST
HARVEY, IL 60426
1",708-333-3572,,FALSE,FALSE
"6240 BELMONT RD
DOWNERS GROVE, IL 60516
1",630-960-4160,,FALSE,FALSE
"1600 W ROOSEVELT RD
BROADVIEW, IL 60155
1",708-343-5323,,FALSE,FALSE
"18301 PULASKI AVE
HAZEL CREST, IL 60429
1",708-335-4180,,FALSE,FALSE
"16750 W 159TH ST
LOCKPORT, IL 60441
1",815-834-1351,,FALSE,FALSE
"10345 W ROOSEVELT RD
WESTCHESTER, IL 60154
1",708-681-4034,,FALSE,FALSE
"1000 OGDEN AVE
DOWNERS GROVE, IL 60515
1",630-493-1567,,FALSE,FALSE
"101 LILY CACHE LN
BOLINGBROOK, IL 60440
1",630-759-3011,,FALSE,FALSE
"7200 ROOSEVELT RD
FOREST PARK, IL 60130
1",708-366-9534,,FALSE,FALSE
"4800 W CERMAK RD
CICERO, IL 60804
1",708-863-7734,,FALSE,FALSE
"4005 W 26TH ST
CHICAGO, IL 60623
1",773-521-9504,This store is closed temporarily,TRUE,FALSE
"20002 WOLF RD
MOKENA, IL 60448
",708-478-3244,,FALSE,FALSE
"Walgreens Pharmacy at ACCESS Servicios Medicos La Villita
3303 W 26TH ST
CHICAGO, IL 60623
1",773-521-1718,Pharmacy only,FALSE,TRUE
"2205 W 22ND ST
OAK BROOK, IL 60523
1",630-928-0386,,FALSE,FALSE
"8628 S COTTAGE GROVE AVE
CHICAGO, IL 60619
1",773-651-8500,This store is closed temporarily,TRUE,FALSE
"3045 W 26TH ST
CHICAGO, IL 60623
1",773-254-3316,,FALSE,FALSE
"18300 GOVERNORS HWY
HOMEWOOD, IL 60430
1",708-799-8301,,FALSE,FALSE
"Walgreens Pharmacy at Elmhurst Memorial Hospital
155 E BRUSH HILL RD
ELMHURST, IL 60126
1",630-833-3724,Pharmacy only,FALSE,TRUE
"1926 W 35TH ST
CHICAGO, IL 60609
1",773-254-5523,,FALSE,FALSE
"Walgreens Pharmacy at Silver Cross Hospital
1890 SILVER CROSS BLVD
NEW LENOX, IL 60451
1",815-485-2578,Pharmacy only,FALSE,TRUE
"811 MADISON ST
OAK PARK, IL 60302
1",708-383-9009,,FALSE,FALSE
"347 N INDEPENDENCE BLVD
ROMEOVILLE, IL 60446
1",815-293-1152,,FALSE,FALSE
